i	value	birth	sign	arc	q	r
26593	39375655304	7575038095	A	39	5	1500464829
26594	39375655301	7575038089	A	39	5	1500464856
26595	39375655298	7575038083	A	39	5	1500464883
26596	39375655295	7575038077	A	39	5	1500464910
26597	39375655292	7575038071	A	39	5	1500464937
26598	39375655289	7575038065	A	39	5	1500464964
26599	39375655286	7575038059	A	39	5	1500464991
26600	39375655283	7575038053	A	39	5	1500465018
26601	39375655280	7575038047	A	39	5	1500465045
26602	39375655277	7575038041	A	39	5	1500465072
26603	39375655274	7575038035	A	39	5	1500465099
26604	39375655271	7575038029	A	39	5	1500465126
26605	39375655268	7575038023	A	39	5	1500465153
26606	39375655265	7575038017	A	39	5	1500465180
26607	39375655262	7575038011	A	39	5	1500465207
26608	39375655259	7575038005	A	39	5	1500465234
26609	39375655256	7575037999	A	39	5	1500465261
26610	39375655253	7575037993	A	39	5	1500465288
26611	39375655250	7575037987	A	39	5	1500465315
26612	39375655247	7575037981	A	39	5	1500465342
26613	39375655244	7575037975	A	39	5	1500465369
26614	39375655241	7575037969	A	39	5	1500465396
26615	39375655238	7575037963	A	39	5	1500465423
26616	39375655235	7575037957	A	39	5	1500465450
26617	39375655232	7575037951	A	39	5	1500465477
26618	39375655229	7575037945	A	39	5	1500465504
26619	39375655226	7575037939	A	39	5	1500465531
26620	39375655223	7575037933	A	39	5	1500465558
26621	39375655220	7575037927	A	39	5	1500465585
26622	39375655217	7575037921	A	39	5	1500465612
26623	39375655214	7575037915	A	39	5	1500465639
26624	39375655211	7575037909	A	39	5	1500465666
26625	39375655208	7575037903	A	39	5	1500465693
26626	39375655205	7575037897	A	39	5	1500465720
26627	39375655202	7575037891	A	39	5	1500465747
26628	39375655199	7575037885	A	39	5	1500465774
26629	39375655196	7575037879	A	39	5	1500465801
26630	39375655193	7575037873	A	39	5	1500465828
26631	39375655190	7575037867	A	39	5	1500465855
26632	39375655187	7575037861	A	39	5	1500465882
26633	39375655184	7575037855	A	39	5	1500465909
26634	39375655181	7575037849	A	39	5	1500465936
26635	39375655178	7575037843	A	39	5	1500465963
26636	39375655175	7575037837	A	39	5	1500465990
26637	39375655172	7575037831	A	39	5	1500466017
26638	39375655169	7575037825	A	39	5	1500466044
26639	39375655166	7575037819	A	39	5	1500466071
26640	39375655163	7575037813	A	39	5	1500466098
26641	39375655160	7575037807	A	39	5	1500466125
26642	39375655157	7575037801	A	39	5	1500466152
26643	39375655154	7575037795	A	39	5	1500466179
26644	39375655151	7575037789	A	39	5	1500466206
26645	39375655148	7575037783	A	39	5	1500466233
26646	39375655145	7575037777	A	39	5	1500466260
26647	39375655142	7575037771	A	39	5	1500466287
26648	39375655139	7575037765	A	39	5	1500466314
26649	39375655136	7575037759	A	39	5	1500466341
26650	39375655133	7575037753	A	39	5	1500466368
26651	39375655130	7575037747	A	39	5	1500466395
26652	39375655127	7575037741	A	39	5	1500466422
26653	39375655124	7575037735	A	39	5	1500466449
26654	39375655121	7575037729	A	39	5	1500466476
26655	39375655118	7575037723	A	39	5	1500466503
26656	39375655115	7575037717	A	39	5	1500466530
26657	39375655112	7575037711	A	39	5	1500466557
26658	39375655109	7575037705	A	39	5	1500466584
26659	39375655106	7575037699	A	39	5	1500466611
26660	39375655103	7575037693	A	39	5	1500466638
26661	39375655100	7575037687	A	39	5	1500466665
26662	39375655097	7575037681	A	39	5	1500466692
26663	39375655094	7575037675	A	39	5	1500466719
26664	39375655091	7575037669	A	39	5	1500466746
26665	39375655088	7575037663	A	39	5	1500466773
26666	39375655085	7575037657	A	39	5	1500466800
26667	39375655082	7575037651	A	39	5	1500466827
26668	39375655079	7575037645	A	39	5	1500466854
26669	39375655076	7575037639	A	39	5	1500466881
26670	39375655073	7575037633	A	39	5	1500466908
26671	39375655070	7575037627	A	39	5	1500466935
26672	39375655067	7575037621	A	39	5	1500466962
26673	39375655064	7575037615	A	39	5	1500466989
26674	39375655061	7575037609	A	39	5	1500467016
26675	39375655058	7575037603	A	39	5	1500467043
26676	39375655055	7575037597	A	39	5	1500467070
26677	39375655052	7575037591	A	39	5	1500467097
26678	39375655049	7575037585	A	39	5	1500467124
26679	39375655046	7575037579	A	39	5	1500467151
26680	39375655043	7575037573	A	39	5	1500467178
26681	39375655040	7575037567	A	39	5	1500467205
26682	39375655037	7575037561	A	39	5	1500467232
26683	39375655034	7575037555	A	39	5	1500467259
26684	39375655031	7575037549	A	39	5	1500467286
26685	39375655028	7575037543	A	39	5	1500467313
26686	39375655025	7575037537	A	39	5	1500467340
26687	39375655022	7575037531	A	39	5	1500467367
26688	39375655019	7575037525	A	39	5	1500467394
26689	39375655016	7575037519	A	39	5	1500467421
26690	39375655013	7575037513	A	39	5	1500467448
26691	39375655010	7575037507	A	39	5	1500467475
26692	39375655007	7575037501	A	39	5	1500467502
26693	39375655004	7575037495	A	39	5	1500467529
26694	39375655001	7575037489	A	39	5	1500467556
26695	39375654998	7575037483	A	39	5	1500467583
26696	39375654995	7575037477	A	39	5	1500467610
26697	39375654992	7575037471	A	39	5	1500467637
26698	39375654989	7575037465	A	39	5	1500467664
26699	39375654986	7575037459	A	39	5	1500467691
26700	39375654983	7575037453	A	39	5	1500467718
26701	39375654980	7575037447	A	39	5	1500467745
26702	39375654977	7575037441	A	39	5	1500467772
26703	39375654974	7575037435	A	39	5	1500467799
26704	39375654971	7575037429	A	39	5	1500467826
26705	39375654968	7575037423	A	39	5	1500467853
26706	39375654965	7575037417	A	39	5	1500467880
26707	39375654962	7575037411	A	39	5	1500467907
26708	39375654959	7575037405	A	39	5	1500467934
26709	39375654956	7575037399	A	39	5	1500467961
26710	39375654953	7575037393	A	39	5	1500467988
26711	39375654950	7575037387	A	39	5	1500468015
26712	39375654947	7575037381	A	39	5	1500468042
26713	39375654944	7575037375	A	39	5	1500468069
26714	39375654941	7575037369	A	39	5	1500468096
26715	39375654938	7575037363	A	39	5	1500468123
26716	39375654935	7575037357	A	39	5	1500468150
26717	39375654932	7575037351	A	39	5	1500468177
26718	39375654929	7575037345	A	39	5	1500468204
26719	39375654926	7575037339	A	39	5	1500468231
26720	39375654923	7575037333	A	39	5	1500468258
26721	39375654920	7575037327	A	39	5	1500468285
26722	39375654917	7575037321	A	39	5	1500468312
26723	39375654914	7575037315	A	39	5	1500468339
26724	39375654911	7575037309	A	39	5	1500468366
26725	39375654908	7575037303	A	39	5	1500468393
26726	39375654905	7575037297	A	39	5	1500468420
26727	39375654902	7575037291	A	39	5	1500468447
26728	39375654899	7575037285	A	39	5	1500468474
26729	39375654896	7575037279	A	39	5	1500468501
26730	39375654893	7575037273	A	39	5	1500468528
26731	39375654890	7575037267	A	39	5	1500468555
26732	39375654887	7575037261	A	39	5	1500468582
26733	39375654884	7575037255	A	39	5	1500468609
26734	39375654881	7575037249	A	39	5	1500468636
26735	39375654878	7575037243	A	39	5	1500468663
26736	39375654875	7575037237	A	39	5	1500468690
26737	39375654872	7575037231	A	39	5	1500468717
26738	39375654869	7575037225	A	39	5	1500468744
26739	39375654866	7575037219	A	39	5	1500468771
26740	39375654863	7575037213	A	39	5	1500468798
26741	39375654860	7575037207	A	39	5	1500468825
26742	39375654857	7575037201	A	39	5	1500468852
26743	39375654854	7575037195	A	39	5	1500468879
26744	39375654851	7575037189	A	39	5	1500468906
26745	39375654848	7575037183	A	39	5	1500468933
26746	39375654845	7575037177	A	39	5	1500468960
26747	39375654842	7575037171	A	39	5	1500468987
26748	39375654839	7575037165	A	39	5	1500469014
26749	39375654836	7575037159	A	39	5	1500469041
26750	39375654833	7575037153	A	39	5	1500469068
26751	39375654830	7575037147	A	39	5	1500469095
26752	39375654827	7575037141	A	39	5	1500469122
26753	39375654824	7575037135	A	39	5	1500469149
26754	39375654821	7575037129	A	39	5	1500469176
26755	39375654818	7575037123	A	39	5	1500469203
26756	39375654815	7575037117	A	39	5	1500469230
26757	39375654812	7575037111	A	39	5	1500469257
26758	39375654809	7575037105	A	39	5	1500469284
26759	39375654806	7575037099	A	39	5	1500469311
26760	39375654803	7575037093	A	39	5	1500469338
26761	39375654800	7575037087	A	39	5	1500469365
26762	39375654797	7575037081	A	39	5	1500469392
26763	39375654794	7575037075	A	39	5	1500469419
26764	39375654791	7575037069	A	39	5	1500469446
26765	39375654788	7575037063	A	39	5	1500469473
26766	39375654785	7575037057	A	39	5	1500469500
26767	39375654782	7575037051	A	39	5	1500469527
26768	39375654779	7575037045	A	39	5	1500469554
26769	39375654776	7575037039	A	39	5	1500469581
26770	39375654773	7575037033	A	39	5	1500469608
26771	39375654770	7575037027	A	39	5	1500469635
26772	39375654767	7575037021	A	39	5	1500469662
26773	39375654764	7575037015	A	39	5	1500469689
26774	39375654761	7575037009	A	39	5	1500469716
26775	39375654758	7575037003	A	39	5	1500469743
26776	39375654755	7575036997	A	39	5	1500469770
26777	39375654752	7575036991	A	39	5	1500469797
26778	39375654749	7575036985	A	39	5	1500469824
26779	39375654746	7575036979	A	39	5	1500469851
26780	39375654743	7575036973	A	39	5	1500469878
26781	39375654740	7575036967	A	39	5	1500469905
26782	39375654737	7575036961	A	39	5	1500469932
26783	39375654734	7575036955	A	39	5	1500469959
26784	39375654731	7575036949	A	39	5	1500469986
26785	39375654728	7575036943	A	39	5	1500470013
26786	39375654725	7575036937	A	39	5	1500470040
26787	39375654722	7575036931	A	39	5	1500470067
26788	39375654719	7575036925	A	39	5	1500470094
26789	39375654716	7575036919	A	39	5	1500470121
26790	39375654713	7575036913	A	39	5	1500470148
26791	39375654710	7575036907	A	39	5	1500470175
26792	39375654707	7575036901	A	39	5	1500470202
26793	39375654704	7575036895	A	39	5	1500470229
26794	39375654701	7575036889	A	39	5	1500470256
26795	39375654698	7575036883	A	39	5	1500470283
26796	39375654695	7575036877	A	39	5	1500470310
26797	39375654692	7575036871	A	39	5	1500470337
26798	39375654689	7575036865	A	39	5	1500470364
26799	39375654686	7575036859	A	39	5	1500470391
26800	39375654683	7575036853	A	39	5	1500470418
26801	39375654680	7575036847	A	39	5	1500470445
26802	39375654677	7575036841	A	39	5	1500470472
26803	39375654674	7575036835	A	39	5	1500470499
26804	39375654671	7575036829	A	39	5	1500470526
26805	39375654668	7575036823	A	39	5	1500470553
26806	39375654665	7575036817	A	39	5	1500470580
26807	39375654662	7575036811	A	39	5	1500470607
26808	39375654659	7575036805	A	39	5	1500470634
26809	39375654656	7575036799	A	39	5	1500470661
26810	39375654653	7575036793	A	39	5	1500470688
26811	39375654650	7575036787	A	39	5	1500470715
26812	39375654647	7575036781	A	39	5	1500470742
26813	39375654644	7575036775	A	39	5	1500470769
26814	39375654641	7575036769	A	39	5	1500470796
26815	39375654638	7575036763	A	39	5	1500470823
26816	39375654635	7575036757	A	39	5	1500470850
26817	39375654632	7575036751	A	39	5	1500470877
26818	39375654629	7575036745	A	39	5	1500470904
26819	39375654626	7575036739	A	39	5	1500470931
26820	39375654623	7575036733	A	39	5	1500470958
26821	39375654620	7575036727	A	39	5	1500470985
26822	39375654617	7575036721	A	39	5	1500471012
26823	39375654614	7575036715	A	39	5	1500471039
26824	39375654611	7575036709	A	39	5	1500471066
26825	39375654608	7575036703	A	39	5	1500471093
26826	39375654605	7575036697	A	39	5	1500471120
26827	39375654602	7575036691	A	39	5	1500471147
26828	39375654599	7575036685	A	39	5	1500471174
26829	39375654596	7575036679	A	39	5	1500471201
26830	39375654593	7575036673	A	39	5	1500471228
26831	39375654590	7575036667	A	39	5	1500471255
26832	39375654587	7575036661	A	39	5	1500471282
26833	39375654584	7575036655	A	39	5	1500471309
26834	39375654581	7575036649	A	39	5	1500471336
26835	39375654578	7575036643	A	39	5	1500471363
26836	39375654575	7575036637	A	39	5	1500471390
26837	39375654572	7575036631	A	39	5	1500471417
26838	39375654569	7575036625	A	39	5	1500471444
26839	39375654566	7575036619	A	39	5	1500471471
26840	39375654563	7575036613	A	39	5	1500471498
26841	39375654560	7575036607	A	39	5	1500471525
26842	39375654557	7575036601	A	39	5	1500471552
26843	39375654554	7575036595	A	39	5	1500471579
26844	39375654551	7575036589	A	39	5	1500471606
26845	39375654548	7575036583	A	39	5	1500471633
26846	39375654545	7575036577	A	39	5	1500471660
26847	39375654542	7575036571	A	39	5	1500471687
26848	39375654539	7575036565	A	39	5	1500471714
26849	39375654536	7575036559	A	39	5	1500471741
26850	39375654533	7575036553	A	39	5	1500471768
26851	39375654530	7575036547	A	39	5	1500471795
26852	39375654527	7575036541	A	39	5	1500471822
26853	39375654524	7575036535	A	39	5	1500471849
26854	39375654521	7575036529	A	39	5	1500471876
26855	39375654518	7575036523	A	39	5	1500471903
26856	39375654515	7575036517	A	39	5	1500471930
26857	39375654512	7575036511	A	39	5	1500471957
26858	39375654509	7575036505	A	39	5	1500471984
26859	39375654506	7575036499	A	39	5	1500472011
26860	39375654503	7575036493	A	39	5	1500472038
26861	39375654500	7575036487	A	39	5	1500472065
26862	39375654497	7575036481	A	39	5	1500472092
26863	39375654494	7575036475	A	39	5	1500472119
26864	39375654491	7575036469	A	39	5	1500472146
26865	39375654488	7575036463	A	39	5	1500472173
26866	39375654485	7575036457	A	39	5	1500472200
26867	39375654482	7575036451	A	39	5	1500472227
26868	39375654479	7575036445	A	39	5	1500472254
26869	39375654476	7575036439	A	39	5	1500472281
26870	39375654473	7575036433	A	39	5	1500472308
26871	39375654470	7575036427	A	39	5	1500472335
26872	39375654467	7575036421	A	39	5	1500472362
26873	39375654464	7575036415	A	39	5	1500472389
26874	39375654461	7575036409	A	39	5	1500472416
26875	39375654458	7575036403	A	39	5	1500472443
26876	39375654455	7575036397	A	39	5	1500472470
26877	39375654452	7575036391	A	39	5	1500472497
26878	39375654449	7575036385	A	39	5	1500472524
26879	39375654446	7575036379	A	39	5	1500472551
26880	39375654443	7575036373	A	39	5	1500472578
26881	39375654440	7575036367	A	39	5	1500472605
26882	39375654437	7575036361	A	39	5	1500472632
26883	39375654434	7575036355	A	39	5	1500472659
26884	39375654431	7575036349	A	39	5	1500472686
26885	39375654428	7575036343	A	39	5	1500472713
26886	39375654425	7575036337	A	39	5	1500472740
26887	39375654422	7575036331	A	39	5	1500472767
26888	39375654419	7575036325	A	39	5	1500472794
26889	39375654416	7575036319	A	39	5	1500472821
26890	39375654413	7575036313	A	39	5	1500472848
26891	39375654410	7575036307	A	39	5	1500472875
26892	39375654407	7575036301	A	39	5	1500472902
26893	39375654404	7575036295	A	39	5	1500472929
26894	39375654401	7575036289	A	39	5	1500472956
26895	39375654398	7575036283	A	39	5	1500472983
26896	39375654395	7575036277	A	39	5	1500473010
26897	39375654392	7575036271	A	39	5	1500473037
26898	39375654389	7575036265	A	39	5	1500473064
26899	39375654386	7575036259	A	39	5	1500473091
26900	39375654383	7575036253	A	39	5	1500473118
26901	39375654380	7575036247	A	39	5	1500473145
26902	39375654377	7575036241	A	39	5	1500473172
26903	39375654374	7575036235	A	39	5	1500473199
26904	39375654371	7575036229	A	39	5	1500473226
26905	39375654368	7575036223	A	39	5	1500473253
26906	39375654365	7575036217	A	39	5	1500473280
26907	39375654362	7575036211	A	39	5	1500473307
26908	39375654359	7575036205	A	39	5	1500473334
26909	39375654356	7575036199	A	39	5	1500473361
26910	39375654353	7575036193	A	39	5	1500473388
26911	39375654350	7575036187	A	39	5	1500473415
26912	39375654347	7575036181	A	39	5	1500473442
26913	39375654344	7575036175	A	39	5	1500473469
26914	39375654341	7575036169	A	39	5	1500473496
26915	39375654338	7575036163	A	39	5	1500473523
26916	39375654335	7575036157	A	39	5	1500473550
26917	39375654332	7575036151	A	39	5	1500473577
26918	39375654329	7575036145	A	39	5	1500473604
26919	39375654326	7575036139	A	39	5	1500473631
26920	39375654323	7575036133	A	39	5	1500473658
26921	39375654320	7575036127	A	39	5	1500473685
26922	39375654317	7575036121	A	39	5	1500473712
26923	39375654314	7575036115	A	39	5	1500473739
26924	39375654311	7575036109	A	39	5	1500473766
26925	39375654308	7575036103	A	39	5	1500473793
26926	39375654305	7575036097	A	39	5	1500473820
26927	39375654302	7575036091	A	39	5	1500473847
26928	39375654299	7575036085	A	39	5	1500473874
26929	39375654296	7575036079	A	39	5	1500473901
26930	39375654293	7575036073	A	39	5	1500473928
26931	39375654290	7575036067	A	39	5	1500473955
26932	39375654287	7575036061	A	39	5	1500473982
26933	39375654284	7575036055	A	39	5	1500474009
26934	39375654281	7575036049	A	39	5	1500474036
26935	39375654278	7575036043	A	39	5	1500474063
26936	39375654275	7575036037	A	39	5	1500474090
26937	39375654272	7575036031	A	39	5	1500474117
26938	39375654269	7575036025	A	39	5	1500474144
26939	39375654266	7575036019	A	39	5	1500474171
26940	39375654263	7575036013	A	39	5	1500474198
26941	39375654260	7575036007	A	39	5	1500474225
26942	39375654257	7575036001	A	39	5	1500474252
26943	39375654254	7575035995	A	39	5	1500474279
26944	39375654251	7575035989	A	39	5	1500474306
26945	39375654248	7575035983	A	39	5	1500474333
26946	39375654245	7575035977	A	39	5	1500474360
26947	39375654242	7575035971	A	39	5	1500474387
26948	39375654239	7575035965	A	39	5	1500474414
26949	39375654236	7575035959	A	39	5	1500474441
26950	39375654233	7575035953	A	39	5	1500474468
26951	39375654230	7575035947	A	39	5	1500474495
26952	39375654227	7575035941	A	39	5	1500474522
26953	39375654224	7575035935	A	39	5	1500474549
26954	39375654221	7575035929	A	39	5	1500474576
26955	39375654218	7575035923	A	39	5	1500474603
26956	39375654215	7575035917	A	39	5	1500474630
26957	39375654212	7575035911	A	39	5	1500474657
26958	39375654209	7575035905	A	39	5	1500474684
26959	39375654206	7575035899	A	39	5	1500474711
26960	39375654203	7575035893	A	39	5	1500474738
26961	39375654200	7575035887	A	39	5	1500474765
26962	39375654197	7575035881	A	39	5	1500474792
26963	39375654194	7575035875	A	39	5	1500474819
26964	39375654191	7575035869	A	39	5	1500474846
26965	39375654188	7575035863	A	39	5	1500474873
26966	39375654185	7575035857	A	39	5	1500474900
26967	39375654182	7575035851	A	39	5	1500474927
26968	39375654179	7575035845	A	39	5	1500474954
